dataset,size,algo,threshold,trial,time_us
nearly,14500,ms+ins,50,1,253
nearly,14500,ms+ins,50,2,257
nearly,14500,ms+ins,50,3,265
random,15000,ms,0,1,1329
random,15000,ms,0,2,1190
random,15000,ms,0,3,1328
random,15000,ms+ins,5,1,982
random,15000,ms+ins,5,2,993
random,15000,ms+ins,5,3,915
random,15000,ms+ins,10,1,949
random,15000,ms+ins,10,2,938
random,15000,ms+ins,10,3,871
random,15000,ms+ins,20,1,978
random,15000,ms+ins,20,2,1017
random,15000,ms+ins,20,3,1012
random,15000,ms+ins,30,1,1057
random,15000,ms+ins,30,2,1071
random,15000,ms+ins,30,3,1016
random,15000,ms+ins,50,1,1010
random,15000,ms+ins,50,2,946
random,15000,ms+ins,50,3,1017
reverse,15000,ms,0,1,498
reverse,15000,ms,0,2,548
reverse,15000,ms,0,3,529
reverse,15000,ms+ins,5,1,330
reverse,15000,ms+ins,5,2,308
reverse,15000,ms+ins,5,3,287
reverse,15000,ms+ins,10,1,256
reverse,15000,ms+ins,10,2,235
reverse,15000,ms+ins,10,3,229
reverse,15000,ms+ins,20,1,337
reverse,15000,ms+ins,20,2,311
reverse,15000,ms+ins,20,3,268
reverse,15000,ms+ins,30,1,462
reverse,15000,ms+ins,30,2,480
reverse,15000,ms+ins,30,3,454
reverse,15000,ms+ins,50,1,435
reverse,15000,ms+ins,50,2,410
reverse,15000,ms+ins,50,3,447
nearly,15000,ms,0,1,631
nearly,15000,ms,0,2,628
nearly,15000,ms,0,3,584
nearly,15000,ms+ins,5,1,383
nearly,15000,ms+ins,5,2,425
nearly,15000,ms+ins,5,3,401
nearly,15000,ms+ins,10,1,313
nearly,15000,ms+ins,10,2,308
nearly,15000,ms+ins,10,3,258
nearly,15000,ms+ins,20,1,247
nearly,15000,ms+ins,20,2,228
nearly,15000,ms+ins,20,3,237
nearly,15000,ms+ins,30,1,270
nearly,15000,ms+ins,30,2,245
nearly,15000,ms+ins,30,3,243
nearly,15000,ms+ins,50,1,281
nearly,15000,ms+ins,50,2,276
nearly,15000,ms+ins,50,3,252
random,15500,ms,0,1,1325
random,15500,ms,0,2,1222
random,15500,ms,0,3,1240
random,15500,ms+ins,5,1,1062
random,15500,ms+ins,5,2,1134
random,15500,ms+ins,5,3,1020
random,15500,ms+ins,10,1,1003
random,15500,ms+ins,10,2,977
random,15500,ms+ins,10,3,980
random,15500,ms+ins,20,1,974
random,15500,ms+ins,20,2,1028
random,15500,ms+ins,20,3,1101
random,15500,ms+ins,30,1,1184
random,15500,ms+ins,30,2,1058
random,15500,ms+ins,30,3,1042
random,15500,ms+ins,50,1,1095
random,15500,ms+ins,50,2,1077
random,15500,ms+ins,50,3,1031
reverse,15500,ms,0,1,490
reverse,15500,ms,0,2,525
reverse,15500,ms,0,3,647
reverse,15500,ms+ins,5,1,348
reverse,15500,ms+ins,5,2,295
reverse,15500,ms+ins,5,3,282
reverse,15500,ms+ins,10,1,278
reverse,15500,ms+ins,10,2,257
reverse,15500,ms+ins,10,3,228
reverse,15500,ms+ins,20,1,325
reverse,15500,ms+ins,20,2,294
reverse,15500,ms+ins,20,3,268
reverse,15500,ms+ins,30,1,433
reverse,15500,ms+ins,30,2,428
reverse,15500,ms+ins,30,3,452
reverse,15500,ms+ins,50,1,536
reverse,15500,ms+ins,50,2,461
reverse,15500,ms+ins,50,3,440
nearly,15500,ms,0,1,598
nearly,15500,ms,0,2,649
nearly,15500,ms,0,3,608
nearly,15500,ms+ins,5,1,400
nearly,15500,ms+ins,5,2,398
nearly,15500,ms+ins,5,3,392
nearly,15500,ms+ins,10,1,329
nearly,15500,ms+ins,10,2,353
nearly,15500,ms+ins,10,3,315
nearly,15500,ms+ins,20,1,267
nearly,15500,ms+ins,20,2,273
nearly,15500,ms+ins,20,3,266
nearly,15500,ms+ins,30,1,276
nearly,15500,ms+ins,30,2,275
nearly,15500,ms+ins,30,3,278
nearly,15500,ms+ins,50,1,255
nearly,15500,ms+ins,50,2,252
nearly,15500,ms+ins,50,3,295
random,16000,ms,0,1,1372
random,16000,ms,0,2,1375
random,16000,ms,0,3,1346
random,16000,ms+ins,5,1,1157
random,16000,ms+ins,5,2,1078
random,16000,ms+ins,5,3,1012
random,16000,ms+ins,10,1,967
random,16000,ms+ins,10,2,915
random,16000,ms+ins,10,3,939
random,16000,ms+ins,20,1,1056
random,16000,ms+ins,20,2,1033
random,16000,ms+ins,20,3,1001
random,16000,ms+ins,30,1,1089
random,16000,ms+ins,30,2,1027
random,16000,ms+ins,30,3,1056
random,16000,ms+ins,50,1,1184
random,16000,ms+ins,50,2,1053
random,16000,ms+ins,50,3,1138
reverse,16000,ms,0,1,528
reverse,16000,ms,0,2,574
reverse,16000,ms,0,3,571
reverse,16000,ms+ins,5,1,334
reverse,16000,ms+ins,5,2,302
reverse,16000,ms+ins,5,3,310
reverse,16000,ms+ins,10,1,251
reverse,16000,ms+ins,10,2,265
reverse,16000,ms+ins,10,3,253
reverse,16000,ms+ins,20,1,322
reverse,16000,ms+ins,20,2,340
reverse,16000,ms+ins,20,3,333
reverse,16000,ms+ins,30,1,303
reverse,16000,ms+ins,30,2,300
reverse,16000,ms+ins,30,3,298
reverse,16000,ms+ins,50,1,627
reverse,16000,ms+ins,50,2,552
reverse,16000,ms+ins,50,3,522
nearly,16000,ms,0,1,598
nearly,16000,ms,0,2,648
nearly,16000,ms,0,3,656
nearly,16000,ms+ins,5,1,446
nearly,16000,ms+ins,5,2,415
nearly,16000,ms+ins,5,3,364
nearly,16000,ms+ins,10,1,284
nearly,16000,ms+ins,10,2,306
nearly,16000,ms+ins,10,3,311
nearly,16000,ms+ins,20,1,269
nearly,16000,ms+ins,20,2,272
nearly,16000,ms+ins,20,3,289
nearly,16000,ms+ins,30,1,277
nearly,16000,ms+ins,30,2,255
nearly,16000,ms+ins,30,3,252
nearly,16000,ms+ins,50,1,318
nearly,16000,ms+ins,50,2,292
nearly,16000,ms+ins,50,3,266
random,16500,ms,0,1,1378
random,16500,ms,0,2,1365
random,16500,ms,0,3,1367
random,16500,ms+ins,5,1,1205
random,16500,ms+ins,5,2,995
random,16500,ms+ins,5,3,1035
random,16500,ms+ins,10,1,1055
random,16500,ms+ins,10,2,964
random,16500,ms+ins,10,3,1010
random,16500,ms+ins,20,1,1077
random,16500,ms+ins,20,2,1127
random,16500,ms+ins,20,3,1056
random,16500,ms+ins,30,1,1005
random,16500,ms+ins,30,2,1065
random,16500,ms+ins,30,3,1012
random,16500,ms+ins,50,1,1149
random,16500,ms+ins,50,2,1174
random,16500,ms+ins,50,3,1162
reverse,16500,ms,0,1,578
reverse,16500,ms,0,2,638
reverse,16500,ms,0,3,586
reverse,16500,ms+ins,5,1,305
reverse,16500,ms+ins,5,2,291
reverse,16500,ms+ins,5,3,288
reverse,16500,ms+ins,10,1,306
reverse,16500,ms+ins,10,2,284
reverse,16500,ms+ins,10,3,249
reverse,16500,ms+ins,20,1,386
reverse,16500,ms+ins,20,2,334
reverse,16500,ms+ins,20,3,351
reverse,16500,ms+ins,30,1,322
reverse,16500,ms+ins,30,2,335
reverse,16500,ms+ins,30,3,321
reverse,16500,ms+ins,50,1,550
reverse,16500,ms+ins,50,2,596
reverse,16500,ms+ins,50,3,505
nearly,16500,ms,0,1,677
nearly,16500,ms,0,2,721
nearly,16500,ms,0,3,750
nearly,16500,ms+ins,5,1,396
nearly,16500,ms+ins,5,2,356
nearly,16500,ms+ins,5,3,400
nearly,16500,ms+ins,10,1,321
nearly,16500,ms+ins,10,2,298
nearly,16500,ms+ins,10,3,296
nearly,16500,ms+ins,20,1,315
nearly,16500,ms+ins,20,2,303
nearly,16500,ms+ins,20,3,285
nearly,16500,ms+ins,30,1,317
nearly,16500,ms+ins,30,2,323
nearly,16500,ms+ins,30,3,268
nearly,16500,ms+ins,50,1,306
nearly,16500,ms+ins,50,2,309
nearly,16500,ms+ins,50,3,275
random,17000,ms,0,1,1451
random,17000,ms,0,2,1529
random,17000,ms,0,3,1589
random,17000,ms+ins,5,1,1095
random,17000,ms+ins,5,2,1084
random,17000,ms+ins,5,3,1072
random,17000,ms+ins,10,1,1029
random,17000,ms+ins,10,2,1042
random,17000,ms+ins,10,3,1082
random,17000,ms+ins,20,1,1219
random,17000,ms+ins,20,2,1036
random,17000,ms+ins,20,3,1057
random,17000,ms+ins,30,1,1155
random,17000,ms+ins,30,2,1024
random,17000,ms+ins,30,3,1108
random,17000,ms+ins,50,1,1271
random,17000,ms+ins,50,2,1313
random,17000,ms+ins,50,3,1217
reverse,17000,ms,0,1,533
reverse,17000,ms,0,2,553
reverse,17000,ms,0,3,539
reverse,17000,ms+ins,5,1,345
reverse,17000,ms+ins,5,2,386
reverse,17000,ms+ins,5,3,312
reverse,17000,ms+ins,10,1,307
reverse,17000,ms+ins,10,2,299
reverse,17000,ms+ins,10,3,287
reverse,17000,ms+ins,20,1,457
reverse,17000,ms+ins,20,2,367
reverse,17000,ms+ins,20,3,405
reverse,17000,ms+ins,30,1,390
reverse,17000,ms+ins,30,2,388
reverse,17000,ms+ins,30,3,422
reverse,17000,ms+ins,50,1,630
reverse,17000,ms+ins,50,2,683
reverse,17000,ms+ins,50,3,618
nearly,17000,ms,0,1,787
nearly,17000,ms,0,2,652
nearly,17000,ms,0,3,728
nearly,17000,ms+ins,5,1,412
nearly,17000,ms+ins,5,2,375
nearly,17000,ms+ins,5,3,364
nearly,17000,ms+ins,10,1,315
nearly,17000,ms+ins,10,2,329
nearly,17000,ms+ins,10,3,305
nearly,17000,ms+ins,20,1,301
nearly,17000,ms+ins,20,2,311
nearly,17000,ms+ins,20,3,278
nearly,17000,ms+ins,30,1,315
nearly,17000,ms+ins,30,2,342
nearly,17000,ms+ins,30,3,345
nearly,17000,ms+ins,50,1,363
nearly,17000,ms+ins,50,2,350
nearly,17000,ms+ins,50,3,358
random,17500,ms,0,1,1491
random,17500,ms,0,2,1545
random,17500,ms,0,3,1529
random,17500,ms+ins,5,1,1161
random,17500,ms+ins,5,2,1202
random,17500,ms+ins,5,3,1214
random,17500,ms+ins,10,1,1072
random,17500,ms+ins,10,2,983
random,17500,ms+ins,10,3,978
random,17500,ms+ins,20,1,1171
random,17500,ms+ins,20,2,1216
random,17500,ms+ins,20,3,1108
random,17500,ms+ins,30,1,1145
random,17500,ms+ins,30,2,1286
random,17500,ms+ins,30,3,1072
random,17500,ms+ins,50,1,1306
random,17500,ms+ins,50,2,1232
random,17500,ms+ins,50,3,1223
reverse,17500,ms,0,1,571
reverse,17500,ms,0,2,611
reverse,17500,ms,0,3,670
reverse,17500,ms+ins,5,1,359
reverse,17500,ms+ins,5,2,338
reverse,17500,ms+ins,5,3,280
reverse,17500,ms+ins,10,1,291
reverse,17500,ms+ins,10,2,270
reverse,17500,ms+ins,10,3,250
reverse,17500,ms+ins,20,1,382
reverse,17500,ms+ins,20,2,359
reverse,17500,ms+ins,20,3,332
reverse,17500,ms+ins,30,1,345
reverse,17500,ms+ins,30,2,366
reverse,17500,ms+ins,30,3,371
reverse,17500,ms+ins,50,1,578
reverse,17500,ms+ins,50,2,544
reverse,17500,ms+ins,50,3,551
nearly,17500,ms,0,1,752
nearly,17500,ms,0,2,676
nearly,17500,ms,0,3,731
nearly,17500,ms+ins,5,1,451
nearly,17500,ms+ins,5,2,442
nearly,17500,ms+ins,5,3,430
nearly,17500,ms+ins,10,1,365
nearly,17500,ms+ins,10,2,330
nearly,17500,ms+ins,10,3,298
nearly,17500,ms+ins,20,1,320
nearly,17500,ms+ins,20,2,301
nearly,17500,ms+ins,20,3,309
nearly,17500,ms+ins,30,1,304
nearly,17500,ms+ins,30,2,309
nearly,17500,ms+ins,30,3,333
nearly,17500,ms+ins,50,1,385
nearly,17500,ms+ins,50,2,322
nearly,17500,ms+ins,50,3,304
random,18000,ms,0,1,1436
random,18000,ms,0,2,1521
random,18000,ms,0,3,1703
random,18000,ms+ins,5,1,1171
random,18000,ms+ins,5,2,1203
random,18000,ms+ins,5,3,1255
random,18000,ms+ins,10,1,1213
random,18000,ms+ins,10,2,1057
random,18000,ms+ins,10,3,1621
random,18000,ms+ins,20,1,1443
random,18000,ms+ins,20,2,1305
random,18000,ms+ins,20,3,1349
random,18000,ms+ins,30,1,1297
random,18000,ms+ins,30,2,1213
random,18000,ms+ins,30,3,1334
random,18000,ms+ins,50,1,1503
random,18000,ms+ins,50,2,1583
random,18000,ms+ins,50,3,1496
reverse,18000,ms,0,1,639
reverse,18000,ms,0,2,688
reverse,18000,ms,0,3,643
reverse,18000,ms+ins,5,1,371
reverse,18000,ms+ins,5,2,398
reverse,18000,ms+ins,5,3,413
reverse,18000,ms+ins,10,1,423
reverse,18000,ms+ins,10,2,450
reverse,18000,ms+ins,10,3,398
reverse,18000,ms+ins,20,1,454
reverse,18000,ms+ins,20,2,508
reverse,18000,ms+ins,20,3,545
reverse,18000,ms+ins,30,1,510
reverse,18000,ms+ins,30,2,463
reverse,18000,ms+ins,30,3,492
reverse,18000,ms+ins,50,1,663
reverse,18000,ms+ins,50,2,616
reverse,18000,ms+ins,50,3,717
nearly,18000,ms,0,1,802
nearly,18000,ms,0,2,717
nearly,18000,ms,0,3,736
nearly,18000,ms+ins,5,1,424
nearly,18000,ms+ins,5,2,407
nearly,18000,ms+ins,5,3,456
nearly,18000,ms+ins,10,1,386
nearly,18000,ms+ins,10,2,394
nearly,18000,ms+ins,10,3,341
nearly,18000,ms+ins,20,1,300
nearly,18000,ms+ins,20,2,288
nearly,18000,ms+ins,20,3,310
nearly,18000,ms+ins,30,1,317
nearly,18000,ms+ins,30,2,370
nearly,18000,ms+ins,30,3,413
nearly,18000,ms+ins,50,1,362
nearly,18000,ms+ins,50,2,337
nearly,18000,ms+ins,50,3,363
random,18500,ms,0,1,1461
random,18500,ms,0,2,1527
random,18500,ms,0,3,1890
random,18500,ms+ins,5,1,1365
random,18500,ms+ins,5,2,1155
random,18500,ms+ins,5,3,1267
random,18500,ms+ins,10,1,1206
random,18500,ms+ins,10,2,1141
random,18500,ms+ins,10,3,1267
random,18500,ms+ins,20,1,1459
random,18500,ms+ins,20,2,1298
random,18500,ms+ins,20,3,1168
random,18500,ms+ins,30,1,1323
random,18500,ms+ins,30,2,1251
random,18500,ms+ins,30,3,1353
random,18500,ms+ins,50,1,1519
random,18500,ms+ins,50,2,1421
random,18500,ms+ins,50,3,1321
reverse,18500,ms,0,1,690
reverse,18500,ms,0,2,658
reverse,18500,ms,0,3,680
reverse,18500,ms+ins,5,1,491
reverse,18500,ms+ins,5,2,320
reverse,18500,ms+ins,5,3,343
reverse,18500,ms+ins,10,1,396
reverse,18500,ms+ins,10,2,364
reverse,18500,ms+ins,10,3,385
reverse,18500,ms+ins,20,1,547
reverse,18500,ms+ins,20,2,471
reverse,18500,ms+ins,20,3,385
reverse,18500,ms+ins,30,1,422
reverse,18500,ms+ins,30,2,488
reverse,18500,ms+ins,30,3,415
reverse,18500,ms+ins,50,1,728
reverse,18500,ms+ins,50,2,679
reverse,18500,ms+ins,50,3,626
nearly,18500,ms,0,1,775
nearly,18500,ms,0,2,770
nearly,18500,ms,0,3,785
nearly,18500,ms+ins,5,1,453
nearly,18500,ms+ins,5,2,494
nearly,18500,ms+ins,5,3,467
nearly,18500,ms+ins,10,1,375
nearly,18500,ms+ins,10,2,367
nearly,18500,ms+ins,10,3,330
nearly,18500,ms+ins,20,1,383
nearly,18500,ms+ins,20,2,352
nearly,18500,ms+ins,20,3,314
nearly,18500,ms+ins,30,1,327
nearly,18500,ms+ins,30,2,318
nearly,18500,ms+ins,30,3,327
nearly,18500,ms+ins,50,1,389
nearly,18500,ms+ins,50,2,366
nearly,18500,ms+ins,50,3,359
random,19000,ms,0,1,1648
random,19000,ms,0,2,1850
random,19000,ms,0,3,1755
random,19000,ms+ins,5,1,1248
random,19000,ms+ins,5,2,1232
random,19000,ms+ins,5,3,1279
random,19000,ms+ins,10,1,1220
random,19000,ms+ins,10,2,1263
random,19000,ms+ins,10,3,1382
random,19000,ms+ins,20,1,1431
random,19000,ms+ins,20,2,1238
random,19000,ms+ins,20,3,1364
random,19000,ms+ins,30,1,1145
random,19000,ms+ins,30,2,1304
random,19000,ms+ins,30,3,1390
random,19000,ms+ins,50,1,1640
random,19000,ms+ins,50,2,1363
random,19000,ms+ins,50,3,1427
reverse,19000,ms,0,1,644
reverse,19000,ms,0,2,645
reverse,19000,ms,0,3,655
reverse,19000,ms+ins,5,1,330
reverse,19000,ms+ins,5,2,307
reverse,19000,ms+ins,5,3,346
reverse,19000,ms+ins,10,1,349
reverse,19000,ms+ins,10,2,333
reverse,19000,ms+ins,10,3,334
reverse,19000,ms+ins,20,1,476
reverse,19000,ms+ins,20,2,444
reverse,19000,ms+ins,20,3,455
reverse,19000,ms+ins,30,1,413
reverse,19000,ms+ins,30,2,401
reverse,19000,ms+ins,30,3,435
reverse,19000,ms+ins,50,1,730
reverse,19000,ms+ins,50,2,684
reverse,19000,ms+ins,50,3,678
nearly,19000,ms,0,1,857
nearly,19000,ms,0,2,871
nearly,19000,ms,0,3,915
nearly,19000,ms+ins,5,1,466
nearly,19000,ms+ins,5,2,418
nearly,19000,ms+ins,5,3,437
nearly,19000,ms+ins,10,1,363
nearly,19000,ms+ins,10,2,379
nearly,19000,ms+ins,10,3,361
nearly,19000,ms+ins,20,1,336
nearly,19000,ms+ins,20,2,351
nearly,19000,ms+ins,20,3,328
nearly,19000,ms+ins,30,1,327
nearly,19000,ms+ins,30,2,353
nearly,19000,ms+ins,30,3,469
nearly,19000,ms+ins,50,1,568
nearly,19000,ms+ins,50,2,463
nearly,19000,ms+ins,50,3,426
random,19500,ms,0,1,2055
random,19500,ms,0,2,2186
random,19500,ms,0,3,1937
random,19500,ms+ins,5,1,1537
random,19500,ms+ins,5,2,1521
random,19500,ms+ins,5,3,1585
random,19500,ms+ins,10,1,1564
random,19500,ms+ins,10,2,1206
random,19500,ms+ins,10,3,1308
random,19500,ms+ins,20,1,1223
random,19500,ms+ins,20,2,1289
random,19500,ms+ins,20,3,1495
random,19500,ms+ins,30,1,1597
random,19500,ms+ins,30,2,1355
random,19500,ms+ins,30,3,1292
random,19500,ms+ins,50,1,1549
random,19500,ms+ins,50,2,1687
random,19500,ms+ins,50,3,1618
reverse,19500,ms,0,1,807
reverse,19500,ms,0,2,688
reverse,19500,ms,0,3,625
reverse,19500,ms+ins,5,1,382
reverse,19500,ms+ins,5,2,346
reverse,19500,ms+ins,5,3,389
reverse,19500,ms+ins,10,1,387
reverse,19500,ms+ins,10,2,359
reverse,19500,ms+ins,10,3,313
reverse,19500,ms+ins,20,1,471
reverse,19500,ms+ins,20,2,559
reverse,19500,ms+ins,20,3,519
reverse,19500,ms+ins,30,1,550
reverse,19500,ms+ins,30,2,555
reverse,19500,ms+ins,30,3,542
reverse,19500,ms+ins,50,1,852
reverse,19500,ms+ins,50,2,799
reverse,19500,ms+ins,50,3,695
nearly,19500,ms,0,1,1027
nearly,19500,ms,0,2,716
nearly,19500,ms,0,3,775
nearly,19500,ms+ins,5,1,434
nearly,19500,ms+ins,5,2,489
nearly,19500,ms+ins,5,3,458
nearly,19500,ms+ins,10,1,354
nearly,19500,ms+ins,10,2,380
nearly,19500,ms+ins,10,3,440
nearly,19500,ms+ins,20,1,390
nearly,19500,ms+ins,20,2,393
nearly,19500,ms+ins,20,3,360
nearly,19500,ms+ins,30,1,373
nearly,19500,ms+ins,30,2,374
nearly,19500,ms+ins,30,3,322
nearly,19500,ms+ins,50,1,405
nearly,19500,ms+ins,50,2,418
nearly,19500,ms+ins,50,3,403
random,20000,ms,0,1,1771
random,20000,ms,0,2,1864
random,20000,ms,0,3,1995
random,20000,ms+ins,5,1,1391
random,20000,ms+ins,5,2,1342
random,20000,ms+ins,5,3,1362
random,20000,ms+ins,10,1,1441
random,20000,ms+ins,10,2,1582
random,20000,ms+ins,10,3,1338
random,20000,ms+ins,20,1,1453
random,20000,ms+ins,20,2,1432
random,20000,ms+ins,20,3,1381
random,20000,ms+ins,30,1,1382
random,20000,ms+ins,30,2,1457
random,20000,ms+ins,30,3,1215
random,20000,ms+ins,50,1,1476
random,20000,ms+ins,50,2,1513
random,20000,ms+ins,50,3,1429
reverse,20000,ms,0,1,775
reverse,20000,ms,0,2,803
reverse,20000,ms,0,3,759
reverse,20000,ms+ins,5,1,344
reverse,20000,ms+ins,5,2,333
reverse,20000,ms+ins,5,3,331
reverse,20000,ms+ins,10,1,375
reverse,20000,ms+ins,10,2,342
reverse,20000,ms+ins,10,3,330
reverse,20000,ms+ins,20,1,540
reverse,20000,ms+ins,20,2,468
reverse,20000,ms+ins,20,3,457
reverse,20000,ms+ins,30,1,452
reverse,20000,ms+ins,30,2,453
reverse,20000,ms+ins,30,3,457
reverse,20000,ms+ins,50,1,768
reverse,20000,ms+ins,50,2,804
reverse,20000,ms+ins,50,3,841
nearly,20000,ms,0,1,926
nearly,20000,ms,0,2,799
nearly,20000,ms,0,3,867
nearly,20000,ms+ins,5,1,467
nearly,20000,ms+ins,5,2,468
nearly,20000,ms+ins,5,3,467
nearly,20000,ms+ins,10,1,392
nearly,20000,ms+ins,10,2,338
nearly,20000,ms+ins,10,3,328
nearly,20000,ms+ins,20,1,333
nearly,20000,ms+ins,20,2,344
nearly,20000,ms+ins,20,3,322
nearly,20000,ms+ins,30,1,319
nearly,20000,ms+ins,30,2,347
nearly,20000,ms+ins,30,3,358
nearly,20000,ms+ins,50,1,432
nearly,20000,ms+ins,50,2,468
nearly,20000,ms+ins,50,3,458
random,20500,ms,0,1,1723
random,20500,ms,0,2,1797
random,20500,ms,0,3,1765
random,20500,ms+ins,5,1,1348
random,20500,ms+ins,5,2,1461
random,20500,ms+ins,5,3,1252
random,20500,ms+ins,10,1,1270
random,20500,ms+ins,10,2,1378
random,20500,ms+ins,10,3,1316
random,20500,ms+ins,20,1,1433
random,20500,ms+ins,20,2,1498
random,20500,ms+ins,20,3,1425
random,20500,ms+ins,30,1,1416
random,20500,ms+ins,30,2,1419
random,20500,ms+ins,30,3,1405
random,20500,ms+ins,50,1,1745
random,20500,ms+ins,50,2,2275
random,20500,ms+ins,50,3,3172
reverse,20500,ms,0,1,967
reverse,20500,ms,0,2,1455
reverse,20500,ms,0,3,1480
reverse,20500,ms+ins,5,1,660
reverse,20500,ms+ins,5,2,890
reverse,20500,ms+ins,5,3,720
reverse,20500,ms+ins,10,1,606
reverse,20500,ms+ins,10,2,581
reverse,20500,ms+ins,10,3,554
reverse,20500,ms+ins,20,1,835
reverse,20500,ms+ins,20,2,812
reverse,20500,ms+ins,20,3,764
reverse,20500,ms+ins,30,1,771
reverse,20500,ms+ins,30,2,875
reverse,20500,ms+ins,30,3,867
reverse,20500,ms+ins,50,1,1350
reverse,20500,ms+ins,50,2,1247
reverse,20500,ms+ins,50,3,1230
nearly,20500,ms,0,1,1387
nearly,20500,ms,0,2,1394
nearly,20500,ms,0,3,1378
nearly,20500,ms+ins,5,1,738
nearly,20500,ms+ins,5,2,693
nearly,20500,ms+ins,5,3,699
nearly,20500,ms+ins,10,1,605
nearly,20500,ms+ins,10,2,582
nearly,20500,ms+ins,10,3,589
nearly,20500,ms+ins,20,1,605
nearly,20500,ms+ins,20,2,583
nearly,20500,ms+ins,20,3,591
nearly,20500,ms+ins,30,1,587
nearly,20500,ms+ins,30,2,608
nearly,20500,ms+ins,30,3,591
nearly,20500,ms+ins,50,1,689
nearly,20500,ms+ins,50,2,760
nearly,20500,ms+ins,50,3,831
random,21000,ms,0,1,2882
random,21000,ms,0,2,2863
random,21000,ms,0,3,2819
random,21000,ms+ins,5,1,2171
random,21000,ms+ins,5,2,2153
random,21000,ms+ins,5,3,2122
random,21000,ms+ins,10,1,2160
random,21000,ms+ins,10,2,2112
random,21000,ms+ins,10,3,2122
random,21000,ms+ins,20,1,2554
random,21000,ms+ins,20,2,2096
random,21000,ms+ins,20,3,1581
random,21000,ms+ins,30,1,2107
random,21000,ms+ins,30,2,2013
random,21000,ms+ins,30,3,1698
random,21000,ms+ins,50,1,1980
random,21000,ms+ins,50,2,1901
random,21000,ms+ins,50,3,3384
reverse,21000,ms,0,1,1327
reverse,21000,ms,0,2,1673
reverse,21000,ms,0,3,1093
reverse,21000,ms+ins,5,1,522
reverse,21000,ms+ins,5,2,517
reverse,21000,ms+ins,5,3,463
reverse,21000,ms+ins,10,1,459
reverse,21000,ms+ins,10,2,419
reverse,21000,ms+ins,10,3,436
reverse,21000,ms+ins,20,1,592
reverse,21000,ms+ins,20,2,726
reverse,21000,ms+ins,20,3,639
reverse,21000,ms+ins,30,1,790
reverse,21000,ms+ins,30,2,623
reverse,21000,ms+ins,30,3,546
reverse,21000,ms+ins,50,1,982
reverse,21000,ms+ins,50,2,933
reverse,21000,ms+ins,50,3,1043
nearly,21000,ms,0,1,1190
nearly,21000,ms,0,2,1211
nearly,21000,ms,0,3,1270
nearly,21000,ms+ins,5,1,723
nearly,21000,ms+ins,5,2,710
nearly,21000,ms+ins,5,3,704
nearly,21000,ms+ins,10,1,640
nearly,21000,ms+ins,10,2,628
nearly,21000,ms+ins,10,3,624
nearly,21000,ms+ins,20,1,591
nearly,21000,ms+ins,20,2,560
nearly,21000,ms+ins,20,3,576
nearly,21000,ms+ins,30,1,608
nearly,21000,ms+ins,30,2,601
nearly,21000,ms+ins,30,3,448
nearly,21000,ms+ins,50,1,569
nearly,21000,ms+ins,50,2,494
nearly,21000,ms+ins,50,3,502
random,21500,ms,0,1,2129
random,21500,ms,0,2,2204
random,21500,ms,0,3,2216
random,21500,ms+ins,5,1,1896
random,21500,ms+ins,5,2,1824
random,21500,ms+ins,5,3,1961
random,21500,ms+ins,10,1,1767
random,21500,ms+ins,10,2,1554
random,21500,ms+ins,10,3,1515
random,21500,ms+ins,20,1,1588
random,21500,ms+ins,20,2,1639
random,21500,ms+ins,20,3,1612
random,21500,ms+ins,30,1,1620
random,21500,ms+ins,30,2,1742
random,21500,ms+ins,30,3,2013
random,21500,ms+ins,50,1,2257
random,21500,ms+ins,50,2,2150
random,21500,ms+ins,50,3,1906
reverse,21500,ms,0,1,945
reverse,21500,ms,0,2,1046
reverse,21500,ms,0,3,829
reverse,21500,ms+ins,5,1,548
reverse,21500,ms+ins,5,2,474
reverse,21500,ms+ins,5,3,495
reverse,21500,ms+ins,10,1,336
reverse,21500,ms+ins,10,2,358
reverse,21500,ms+ins,10,3,359
reverse,21500,ms+ins,20,1,445
reverse,21500,ms+ins,20,2,402
reverse,21500,ms+ins,20,3,326
reverse,21500,ms+ins,30,1,655
reverse,21500,ms+ins,30,2,515
reverse,21500,ms+ins,30,3,592
reverse,21500,ms+ins,50,1,1002
reverse,21500,ms+ins,50,2,903
reverse,21500,ms+ins,50,3,938
nearly,21500,ms,0,1,994
nearly,21500,ms,0,2,809
nearly,21500,ms,0,3,863
nearly,21500,ms+ins,5,1,515
nearly,21500,ms+ins,5,2,523
nearly,21500,ms+ins,5,3,437
nearly,21500,ms+ins,10,1,412
nearly,21500,ms+ins,10,2,432
nearly,21500,ms+ins,10,3,432
nearly,21500,ms+ins,20,1,368
nearly,21500,ms+ins,20,2,406
nearly,21500,ms+ins,20,3,417
nearly,21500,ms+ins,30,1,405
nearly,21500,ms+ins,30,2,442
nearly,21500,ms+ins,30,3,391
nearly,21500,ms+ins,50,1,487
nearly,21500,ms+ins,50,2,441
nearly,21500,ms+ins,50,3,554
random,22000,ms,0,1,2082
random,22000,ms,0,2,2197
random,22000,ms,0,3,2271
random,22000,ms+ins,5,1,1783
random,22000,ms+ins,5,2,1684
random,22000,ms+ins,5,3,1411
random,22000,ms+ins,10,1,1579
random,22000,ms+ins,10,2,1577
random,22000,ms+ins,10,3,1518
random,22000,ms+ins,20,1,1374
random,22000,ms+ins,20,2,1485
